Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,10.0,100.4,loss of appetite,painless lumps,depression,pneumonia
buffalo,12.0,102.7,swelling in abdomen,fatigue,chills,anthrax
cow,12.0,103.0,loss of appetite,depression,painless lumps,pneumonia
buffalo,9.0,101.9,chest discomfort,shortness of breath,swelling in neck,anthrax
cow,2.0,103.7,loss of appetite,painless lumps,depression,lumpy virus
cow,15.0,101.2,depression,crackling sound,swelling in limb,blackleg
buffalo,13.0,101.1,sweats,shortness of breath,fatigue,anthrax
cow,10.0,104.9,crackling sound,depression,lameness,blackleg
goat,5.0,100.1,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,6.0,101.0,depression,loss of appetite,painless lumps,lumpy virus
cow,11.0,103.9,shortness of breath,swelling in neck,fatigue,anthrax
buffalo,8.0,100.7,sweats,fatigue,swelling in neck,anthrax
sheep,2.0,101.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,1.0,102.9,depression,loss of appetite,painless lumps,lumpy virus
cow,8.0,100.6,depression,loss of appetite,painless lumps,pneumonia
buffalo,1.0,100.1,chest discomfort,shortness of breath,sweats,anthrax
cow,7.0,101.6,swelling in neck,fatigue,chest discomfort,anthrax
sheep,8.0,103.9,painless lumps,depression,loss of appetite,lumpy virus
sheep,3.0,101.4,loss of appetite,sores on tongue,lameness,foot and mouth
cow,15.0,101.0,swelling in limb,difficulty walking,depression,blackleg
buffalo,2.0,101.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,6.0,100.2,swelling in muscle,depression,crackling sound,blackleg
cow,3.0,102.5,sweats,swelling in abdomen,fatigue,anthrax
sheep,8.0,103.4,loss of appetite,painless lumps,depression,pneumonia
buffalo,14.0,103.7,swelling in neck,chest discomfort,sweats,anthrax
goat,10.0,103.4,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11.0,104.1,painless lumps,depression,loss of appetite,lumpy virus
sheep,1.0,101.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,14.0,102.7,fatigue,chills,swelling in abdomen,anthrax
sheep,10.0,103.4,swelling in muscle,lameness,crackling sound,blackleg
cow,3.0,102.9,painless lumps,loss of appetite,depression,lumpy virus
sheep,5.0,103.1,swelling in extremities,chills,shortness of breath,anthrax
sheep,10.0,102.9,sweats,chest discomfort,shortness of breath,anthrax
goat,7.0,100.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,5.0,103.0,difficulty walking,loss of appetite,sores on tongue,foot and mouth
sheep,2.0,103.7,loss of appetite,painless lumps,depression,lumpy virus
buffalo,11.0,101.8,loss of appetite,depression,painless lumps,pneumonia
cow,15.0,101.8,sweats,fatigue,swelling in extremities,anthrax
buffalo,4.0,103.6,loss of appetite,blisters on tongue,lameness,foot and mouth
sheep,2.0,102.8,chills,chest discomfort,fatigue,anthrax
cow,12.0,102.6,chest discomfort,sweats,fatigue,anthrax
sheep,4.0,104.3,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,11.0,104.9,loss of appetite,swelling in limb,difficulty walking,blackleg
buffalo,14.0,101.4,sores on gums,lameness,loss of appetite,foot and mouth
cow,8.0,100.6,chills,shortness of breath,fatigue,anthrax
goat,1.0,104.7,depression,painless lumps,loss of appetite,pneumonia
cow,8.0,102.1,loss of appetite,sores on mouth,lameness,foot and mouth
goat,5.0,100.9,sores on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,11.0,103.1,depression,loss of appetite,painless lumps,lumpy virus
cow,4.0,100.7,loss of appetite,depression,swelling in muscle,blackleg
sheep,2.0,103.4,chills,sweats,chest discomfort,anthrax
buffalo,14.0,100.2,shortness of breath,fatigue,sweats,anthrax
cow,12.0,101.6,painless lumps,loss of appetite,depression,lumpy virus
goat,2.0,102.2,crackling sound,lameness,swelling in muscle,blackleg
sheep,1.0,102.6,shortness of breath,swelling in extremities,sweats,anthrax
goat,9.0,104.7,difficulty walking,swelling in limb,depression,blackleg
sheep,10.0,100.0,depression,loss of appetite,crackling sound,blackleg
goat,2.0,101.5,shortness of breath,fatigue,swelling in extremities,anthrax
cow,9.0,102.7,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,8.0,100.9,lameness,swelling in muscle,depression,blackleg
cow,11.0,101.2,chills,shortness of breath,chest discomfort,anthrax
buffalo,14.0,104.7,depression,swelling in muscle,loss of appetite,blackleg
sheep,1.0,104.8,loss of appetite,difficulty walking,sores on mouth,foot and mouth
cow,4.0,103.6,difficulty walking,crackling sound,swelling in limb,blackleg
goat,8.0,101.7,swelling in abdomen,shortness of breath,sweats,anthrax
goat,6.0,101.1,sores on gums,lameness,loss of appetite,foot and mouth
goat,2.0,101.7,depression,painless lumps,loss of appetite,pneumonia
sheep,1.0,103.9,swelling in neck,chills,fatigue,anthrax
buffalo,2.0,104.8,lameness,depression,swelling in muscle,blackleg
sheep,10.0,100.3,swelling in extremities,chest discomfort,fatigue,anthrax
goat,3.0,100.2,chills,swelling in neck,chest discomfort,anthrax
goat,9.0,100.3,loss of appetite,depression,difficulty walking,blackleg
goat,7.0,101.5,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,6.0,103.9,chest discomfort,chills,shortness of breath,anthrax
goat,2.0,101.7,swelling in neck,chest discomfort,fatigue,anthrax
cow,8.0,101.0,shortness of breath,chills,sweats,anthrax
cow,11.0,100.9,loss of appetite,painless lumps,depression,lumpy virus
goat,7.0,103.3,fatigue,sweats,chills,anthrax
goat,1.0,101.0,difficulty walking,loss of appetite,depression,blackleg
goat,5.0,100.8,painless lumps,loss of appetite,depression,lumpy virus
sheep,9.0,104.7,fatigue,swelling in extremities,sweats,anthrax
cow,4.0,100.6,depression,difficulty walking,loss of appetite,blackleg
goat,1.0,103.0,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
cow,3.0,100.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,15.0,100.9,swelling in abdomen,shortness of breath,sweats,anthrax
cow,10.0,102.1,chills,shortness of breath,swelling in abdomen,anthrax
sheep,10.0,101.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11.0,102.2,difficulty walking,loss of appetite,sores on mouth,foot and mouth
goat,6.0,100.6,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,14.0,104.7,crackling sound,depression,difficulty walking,blackleg
goat,2.0,102.1,shortness of breath,fatigue,chills,anthrax
goat,8.0,101.2,chest discomfort,swelling in abdomen,shortness of breath,anthrax
goat,5.0,104.9,shortness of breath,sweats,fatigue,anthrax
sheep,3.0,104.6,swelling in neck,sweats,shortness of breath,anthrax
cow,4.0,100.3,fatigue,shortness of breath,chills,anthrax
goat,8.0,104.0,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,3.0,100.2,depression,swelling in muscle,loss of appetite,blackleg
goat,10.0,100.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,10.0,101.0,depression,difficulty walking,crackling sound,blackleg
sheep,6.0,103.9,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,13.0,104.8,chills,swelling in neck,shortness of breath,anthrax
goat,8.0,102.3,fatigue,swelling in neck,shortness of breath,anthrax
buffalo,8.0,104.3,depression,swelling in muscle,loss of appetite,blackleg
goat,5.0,104.2,loss of appetite,difficulty walking,blisters on gums,foot and mouth
cow,4.0,103.3,depression,painless lumps,loss of appetite,lumpy virus
cow,7.0,100.1,shortness of breath,chills,chest discomfort,anthrax
buffalo,6.0,102.8,fatigue,chest discomfort,shortness of breath,anthrax
sheep,9.0,102.5,crackling sound,loss of appetite,difficulty walking,blackleg
sheep,6.0,100.8,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,13.0,104.9,shortness of breath,chills,sweats,anthrax
sheep,9.0,103.6,swelling in neck,shortness of breath,fatigue,anthrax
buffalo,1.0,103.4,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
sheep,1.0,102.3,loss of appetite,lameness,swelling in limb,blackleg
goat,6.0,103.7,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,1.0,104.1,crackling sound,depression,difficulty walking,blackleg
goat,5.0,101.0,difficulty walking,swelling in limb,loss of appetite,blackleg
sheep,4.0,100.2,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,2.0,101.5,depression,loss of appetite,painless lumps,pneumonia
sheep,6.0,103.8,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,10.0,100.2,difficulty walking,depression,crackling sound,blackleg
cow,13.0,102.9,chest discomfort,chills,fatigue,anthrax
sheep,9.0,100.3,chest discomfort,shortness of breath,sweats,anthrax
buffalo,13.0,104.5,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,2.0,103.6,chills,shortness of breath,chest discomfort,anthrax
buffalo,8.0,100.0,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,9.0,101.2,painless lumps,loss of appetite,depression,pneumonia
goat,1.0,102.7,chills,swelling in abdomen,sweats,anthrax
cow,2.0,101.6,swelling in muscle,lameness,depression,blackleg
cow,15.0,102.7,depression,loss of appetite,painless lumps,lumpy virus
cow,11.0,104.1,sweats,fatigue,shortness of breath,anthrax
cow,7.0,104.7,depression,painless lumps,loss of appetite,lumpy virus
cow,2.0,104.0,shortness of breath,chills,chest discomfort,anthrax
goat,1.0,103.2,shortness of breath,sweats,swelling in abdomen,anthrax
goat,4.0,101.8,lameness,sores on gums,loss of appetite,foot and mouth
cow,1.0,100.0,fatigue,chills,sweats,anthrax
goat,6.0,103.2,depression,crackling sound,difficulty walking,blackleg
sheep,5.0,101.5,loss of appetite,depression,painless lumps,pneumonia
goat,6.0,102.7,crackling sound,swelling in limb,lameness,blackleg
goat,9.0,101.1,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,5.0,105.0,fatigue,shortness of breath,chills,anthrax
sheep,10.0,102.0,loss of appetite,sores on gums,difficulty walking,foot and mouth
cow,12.0,101.8,depression,loss of appetite,painless lumps,pneumonia
cow,13.0,103.4,loss of appetite,swelling in limb,lameness,blackleg
goat,8.0,100.6,loss of appetite,depression,painless lumps,lumpy virus
cow,8.0,100.2,chest discomfort,sweats,shortness of breath,anthrax
buffalo,2.0,101.1,swelling in abdomen,shortness of breath,chest discomfort,anthrax
cow,8.0,103.7,painless lumps,loss of appetite,depression,pneumonia
sheep,8.0,100.8,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,11.0,100.6,shortness of breath,fatigue,chills,anthrax
buffalo,2.0,102.6,loss of appetite,sores on gums,difficulty walking,foot and mouth
sheep,2.0,105.0,loss of appetite,depression,painless lumps,pneumonia
buffalo,8.0,100.3,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,9.0,100.6,depression,painless lumps,loss of appetite,pneumonia
goat,10.0,100.2,chest discomfort,shortness of breath,sweats,anthrax
buffalo,3.0,101.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,9.0,103.0,depression,difficulty walking,loss of appetite,blackleg
goat,9.0,102.4,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,8.0,100.3,sweats,chest discomfort,fatigue,anthrax
goat,10.0,104.0,fatigue,sweats,chest discomfort,anthrax
goat,2.0,102.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,3.0,100.3,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,11.0,102.9,painless lumps,depression,loss of appetite,lumpy virus
cow,10.0,101.8,swelling in limb,difficulty walking,loss of appetite,blackleg
cow,8.0,100.3,depression,loss of appetite,painless lumps,lumpy virus
goat,3.0,100.6,loss of appetite,crackling sound,lameness,blackleg
buffalo,5.0,103.9,depression,loss of appetite,painless lumps,lumpy virus
goat,9.0,102.6,shortness of breath,chest discomfort,chills,anthrax
cow,2.0,101.3,loss of appetite,swelling in muscle,crackling sound,blackleg
buffalo,9.0,101.4,shortness of breath,fatigue,chest discomfort,anthrax
goat,4.0,104.4,chills,sweats,swelling in abdomen,anthrax
goat,5.0,104.0,difficulty walking,swelling in limb,depression,blackleg
goat,9.0,100.3,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,5.0,101.2,lameness,loss of appetite,sores on tongue,foot and mouth
cow,15.0,102.2,sores on mouth,loss of appetite,lameness,foot and mouth
cow,2.0,100.5,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,8.0,104.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,3.0,101.9,loss of appetite,lameness,depression,blackleg
sheep,6.0,102.5,depression,painless lumps,loss of appetite,pneumonia
buffalo,2.0,101.0,difficulty walking,loss of appetite,sores on tongue,foot and mouth
cow,7.0,102.1,chest discomfort,fatigue,swelling in abdomen,anthrax
sheep,6.0,101.3,swelling in abdomen,shortness of breath,chills,anthrax
goat,10.0,104.0,lameness,loss of appetite,sores on gums,foot and mouth
cow,8.0,100.5,swelling in limb,crackling sound,difficulty walking,blackleg
sheep,1.0,104.3,painless lumps,loss of appetite,depression,lumpy virus
cow,8.0,100.1,painless lumps,loss of appetite,depression,pneumonia
sheep,4.0,103.0,fatigue,sweats,swelling in abdomen,anthrax
sheep,9.0,103.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,8.0,103.1,chest discomfort,fatigue,sweats,anthrax
goat,9.0,101.2,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,2.0,102.9,swelling in muscle,crackling sound,depression,blackleg
buffalo,14.0,100.6,crackling sound,depression,loss of appetite,blackleg
cow,13.0,101.4,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,9.0,102.7,crackling sound,difficulty walking,loss of appetite,blackleg
cow,10.0,100.9,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,11.0,101.3,loss of appetite,painless lumps,depression,lumpy virus
sheep,3.0,100.3,loss of appetite,blisters on tongue,lameness,foot and mouth
goat,7.0,100.1,blisters on hooves,loss of appetite,lameness,foot and mouth
cow,14.0,103.2,shortness of breath,chest discomfort,sweats,anthrax
cow,9.0,100.4,crackling sound,loss of appetite,swelling in limb,blackleg
cow,8.0,102.7,chest discomfort,fatigue,chills,anthrax
cow,7.0,100.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,15.0,104.3,loss of appetite,swelling in limb,difficulty walking,blackleg
cow,11.0,102.2,blisters on gums,loss of appetite,lameness,foot and mouth
sheep,2.0,101.2,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,5.0,104.9,loss of appetite,painless lumps,depression,pneumonia
buffalo,13.0,102.4,chills,fatigue,sweats,anthrax
goat,7.0,101.1,loss of appetite,depression,painless lumps,pneumonia
goat,2.0,104.4,difficulty walking,loss of appetite,sores on hooves,foot and mouth
cow,3.0,101.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,4.0,101.1,sweats,fatigue,chest discomfort,anthrax
goat,4.0,104.9,loss of appetite,sores on hooves,lameness,foot and mouth
buffalo,2.0,102.6,swelling in limb,crackling sound,depression,blackleg
cow,12.0,100.5,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,6.0,101.4,difficulty walking,loss of appetite,crackling sound,blackleg
sheep,3.0,102.7,loss of appetite,swelling in limb,difficulty walking,blackleg
sheep,1.0,100.8,loss of appetite,painless lumps,depression,pneumonia
cow,5.0,101.3,chills,chest discomfort,swelling in abdomen,anthrax
buffalo,15.0,101.3,sores on hooves,loss of appetite,lameness,foot and mouth
goat,1.0,100.1,lameness,loss of appetite,swelling in muscle,blackleg
goat,2.0,100.3,loss of appetite,painless lumps,depression,pneumonia
sheep,6.0,100.1,shortness of breath,chills,chest discomfort,anthrax
sheep,5.0,102.1,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
sheep,9.0,100.2,loss of appetite,depression,difficulty walking,blackleg
cow,2.0,105.0,fatigue,chills,chest discomfort,anthrax
goat,3.0,102.4,crackling sound,swelling in muscle,loss of appetite,blackleg
sheep,2.0,102.9,depression,crackling sound,lameness,blackleg
sheep,10.0,102.0,loss of appetite,difficulty walking,crackling sound,blackleg
goat,2.0,100.2,shortness of breath,chest discomfort,swelling in neck,anthrax
buffalo,9.0,100.6,loss of appetite,sores on mouth,difficulty walking,foot and mouth
sheep,9.0,101.0,loss of appetite,swelling in muscle,crackling sound,blackleg
sheep,6.0,105.0,sweats,fatigue,shortness of breath,anthrax
buffalo,11.0,102.5,blisters on mouth,lameness,loss of appetite,foot and mouth
goat,9.0,102.1,swelling in abdomen,sweats,fatigue,anthrax
goat,7.0,100.2,swelling in limb,lameness,crackling sound,blackleg
goat,10.0,100.0,loss of appetite,depression,painless lumps,pneumonia
goat,9.0,102.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,11.0,101.4,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,13.0,102.0,sweats,shortness of breath,chills,anthrax
cow,12.0,102.3,depression,loss of appetite,painless lumps,lumpy virus
